Redshift (z),Average divergence,Average radial velocity,Blackhole Masses,Bhmdot,SFR,λ,L_bol,L_edd,E_feed,Average divergence of Halo
4.0,-6.96751112986803,-80.94949211664127,6.544635847694497,23.68752709233005,3.0659966468811035,0.19864424003403272,43.94219849384989,44.64412251724836,43.24322848951388,-7.244204299779537
3.0,-3.1101808842374234,27.519725895891664,6.890266536255159,23.520777572024627,9.99066162109375,0.06105141972531319,43.775448973544464,44.98975320580901,43.07647896920845,-6.028998396387935
2.0,-4.896644450462997,-284.19106285513175,7.434814584940885,23.95425882083993,34.09093475341797,0.0472747202820977,44.20893022235977,45.53430125449474,43.50996021802375,-4.101717636060924
1.0,6.875333286773741,138.06909126845326,8.50232927968103,23.031222378534174,3.7414474487304688,0.000483145379771978,43.285893780053996,46.60181594923488,42.58692377571799,13.602447231365385
0.5,0.2351398716722727,-295.0325580358673,8.61204456764617,24.157074843596273,0.8996496200561523,0.005014354198372277,44.41174624511611,46.71153123720004,43.712776240780094,1.4799145326639116
0.0,4.54593638033104,149.0458912850704,8.830848571021425,16.562664104896324,0.0,7.709039409509626e-11,36.81733550641616,46.93033524057528,36.11836550208015,13.55854560648942
