Redshift (z),Average divergence,Average radial velocity,Blackhole Masses,Bhmdot,SFR,λ,L_bol,L_edd,E_feed,Average divergence of Halo
4.0,-10.540335697194276,,5.524257081657102,22.71530800944891,1.874635934829712,0.2219400398908138,42.96997941096876,43.62374375121096,42.27100940663273,-11.70368749269247
3.0,-9.290087654976606,-230.07628750708975,6.497566912618314,24.48409720498271,7.331963539123535,1.3858461649060991,44.73876860650254,44.59705358217217,44.03979860216652,-9.278331955267848
2.0,-4.891973155221894,-97.78975728792986,7.211136649140028,21.32950941357243,11.120349884033203,0.00018774029519565038,41.584180815092274,45.31062331869389,40.885210810756256,-4.036630663581051
1.0,-4.0501670977844,-69.78676057960624,7.3513691912415124,19.95865520742889,11.676556587219238,5.787230072257482e-06,40.21332660894874,45.450855860795365,39.514356604612715,-4.127504497479796
0.5,0.4099557622048855,-48.746116667697294,7.972280368105746,24.725514656953806,34.291831970214844,0.08098769167630993,44.98018605847364,46.071767037659605,44.28121605413763,7.482354996800005
0.0,5.580304564829707,66.65129063029593,8.778437294319545,24.427875661216024,0.4768887162208557,0.006377098114638178,44.68254706273585,46.87792396387341,43.98357705839985,4.642933775007915
