ID,E_feed,L_bol,SFRinhalfrad,Average divergence,Bhmdot,Blackhole Masses,MSFR,UV_Band,λ,Average radial velocity
199097,44.350289575281785,44.350289575281785,0.0,-0.6113962001023888,24.09561817376195,8.774168704646975,0.012307240627706051,-22.44534492492676,0.0020761929488326046,85.26308585222802
210307,43.25256118196429,43.25256118196429,0.4147605299949646,-0.3486601703662872,22.997889780444456,8.478360091349945,0.012680748477578165,-23.001787185668945,0.00032760155002982915,8.115125738604172
212195,44.126306299362966,44.126306299362966,0.24702198803424835,4.219759147243686,23.871634897843126,8.609566602443289,0.008637383580207825,-22.2125186920166,0.0018108657146893039,79.84328849284658
222547,43.73238559089396,43.73238559089396,0.0,2.2457861383485795,23.477714189374108,8.629783480708767,0.010330419056117536,-22.01504898071289,0.0006978276783681844,-47.528028948407496
223589,43.10297842637788,43.10297842637788,0.29375267028808594,3.240825886896074,22.84830702485805,8.642096399002114,0.00927438586950302,-22.436622619628906,0.0001592306125533483,71.93208031075864
224627,44.45370161083697,44.45370161083697,5.153944969177246,-1.9024254496173263,24.19903020931713,8.419000893441671,0.02069941163063049,-23.18171691894531,0.005968236363247721,14.372898625812482
225101,42.977550617100505,42.977550617100505,0.0,-1.7286406478840932,22.722879215580665,8.639010416434136,0.008457380346953869,-22.23519325256348,0.00012013921782999124,66.92637288111861
228379,43.453028581373346,43.453028581373346,0.09989029169082644,-1.9403017880134987,23.19835717985351,8.431899062707611,0.010468888096511364,-22.45954132080078,0.0005784612671308147,-2.7307958202304548
235166,43.04248303286557,43.04248303286557,0.07655271142721176,0.2293281522346884,22.78781163134573,8.521938200713103,0.01032935455441475,-22.87885856628418,0.00018267937291845183,-7.432897679889739
238410,43.399295759916,43.399295759916,0.0055642458610236645,-1.920790809434712,23.14462435839615,8.449607918947951,0.007187324576079845,-22.306936264038086,0.0004907196322026997,-132.2717432966112
238664,44.106727538223495,44.106727538223495,0.035220369696617126,3.4002954363296034,23.85205613670368,8.549883531531309,0.009529347531497478,-22.418779373168945,0.0019860474075555573,-25.516044287708013
240683,42.9686289359843,42.9686289359843,0.00750866811722517,-0.18356218124735355,22.71395753446446,8.507875539726273,0.014803306199610232,-22.75660896301269,0.00015918349079250245,-23.50673265586039
242026,43.82476168363517,43.82476168363517,0.017925141379237175,1.8697411916662303,23.570090282115327,8.663770498150775,0.010548784397542477,-21.87641143798828,0.0007982456306567688,30.257143868315776
245701,43.372017024815435,43.372017024815435,0.0013123826356604695,0.8173215482206792,23.117345623295595,8.517379156406161,0.004196390975266695,-21.452186584472656,0.00039426007151994986,25.569530083265334
248841,42.385724678906826,42.385724678906826,0.024244220927357674,-0.8524430780782775,22.13105327738698,8.441627917946535,0.014653516001999378,-22.83100128173828,4.844413967882629e-05,37.92262337224637
250501,42.83781217506502,42.83781217506502,0.0,-0.3840924412023052,22.58314077354518,8.723554237660034,0.011370729655027393,-21.27433013916016,7.168075570054712e-05,45.72327127408539
251056,44.84844235896985,44.84844235896985,15.652240753173828,-4.324000267487213,24.59377095745002,8.029334528206197,0.018485311418771744,-23.16204071044922,0.036329784281298114,44.24708678515922
251419,43.857406794021855,43.857406794021855,1.6454898118972778,0.4574822580302693,23.602735392502016,8.345815390727978,0.011326416395604607,-23.151111602783203,0.0017895257223170624,2.438372915882277
254739,45.55150670736673,45.55150670736673,14.709884643554688,-0.6725258594007492,25.29683530584689,8.186766386006727,0.022633260115981102,-23.21602439880371,0.12761546257562267,8.116698884681332
255016,43.9122475136693,43.9122475136693,0.04146281257271767,0.7637476931895353,23.657576112149464,8.527721308269511,0.014483352191746238,-22.249982833862305,0.0013355870540990244,-14.144070532469298
255095,43.149759608065615,43.149759608065615,0.7382321357727051,-1.8997796310199608,22.895088206545786,8.359975004242324,0.016669193282723427,-22.91884803771973,0.00033957009244635095,8.450990514058454
256199,43.07685159746953,43.07685159746953,0.4670110046863556,2.1790669234509337,22.82218019594969,8.514368777660946,0.01303980965167284,-22.448543548583984,0.00020119978394054849,82.95675482872069
256753,43.67161665842884,43.67161665842884,0.4645809531211853,2.301759794436068,23.416945256909003,8.365193692417995,0.015680514276027683,-22.630237579345703,0.0011157579506883351,-17.13474366449518
256847,43.04942740016037,43.04942740016037,0.0,0.26832181109286474,22.794755998640532,8.492904293831996,0.012258615344762802,-21.79343605041504,0.0001984576264645153,60.91834527329313
257011,43.00727305837986,43.00727305837986,0.0,-0.8306397842620373,22.752601656860023,8.422050347569222,0.005295386072248221,-21.70488166809082,0.0002120153957009104,71.48714577185063
257580,42.430300763427354,42.430300763427354,0.00035888463025912637,-0.803816831160672,22.175629361907525,8.329357874156077,0.012430133298039436,-22.86905860900879,6.951642321921432e-05,45.64401321712928
258136,43.371546751120384,43.371546751120384,0.0,1.2819144560390558,23.11687534960053,8.451670636726023,0.003368394682183861,-21.66149139404297,0.0004581638421416705,121.7779857187877
258275,43.24586293778458,43.24586293778458,1.7003179788589478,0.7768379504272938,22.991191536264743,8.315882471289186,0.01671714149415493,-22.90500450134277,0.00046894883430107843,7.264793559599476
258545,44.57405722827375,44.57405722827375,9.553600311279297,-1.0030326696908995,24.319385826753894,8.257977607685131,0.01998949982225895,-23.1407470703125,0.0114084696809914,-37.556246998060274
258861,45.05588354962251,45.05588354962251,7.392797470092771,2.8280724946382048,24.801212148102675,8.296353968462272,0.02056112140417099,-22.969057083129893,0.031672565295170686,43.1494447807426
260032,43.217026195052306,43.217026195052306,0.0,-1.5384074175832272,22.96235479353248,8.419566664496768,0.005782618653029203,-21.623987197875977,0.00034562439275848285,-142.3715860522283
262072,42.30521371251288,42.30521371251288,0.0,1.620382563391298,22.05054231099305,8.468698988914603,0.010693484917283058,-22.28211212158203,3.7814579389758224e-05,-31.96186491522392
262151,42.49928939431796,42.49928939431796,0.0,2.2510127065196337,22.244617992798123,8.60597610796988,0.007255445700138806,-21.49484062194824,4.3098072882238235e-05,14.74387848988157
264496,44.95203042682127,44.95203042682127,5.014445781707764,-4.462418907918323,24.697359025301427,8.266661347731679,0.014612033031880856,-22.21522331237793,0.026700377219623626,-82.59873399721207
264710,45.022979231366996,45.022979231366996,8.723865509033201,-1.2123525550866128,24.768307829847164,8.27377287443281,0.020610230043530464,-22.796770095825195,0.03092824664980646,-31.400901844691376
265275,44.98385064247716,44.98385064247716,11.70386791229248,-2.3241130149211435,24.729179240957322,8.213019939989207,0.024543330073356632,-22.74676322937012,0.0325072220683977,16.252130860301165
265531,43.21902153917677,43.21902153917677,0.4336901009082794,0.05506222077536583,22.964350137656933,8.353937699315374,0.013127006590366364,-23.060556411743164,0.0004038580672109498,-110.6108246552371
266294,45.1389368822151,45.1389368822151,8.258719444274902,-1.2742883194803298,24.884265480695266,8.263104732620883,0.021649651229381558,-23.18471908569336,0.041398881851315864,25.02361080283374
266546,42.66584771569035,42.66584771569035,0.0,-1.4280512761043012,22.411176314170508,8.554340524970335,0.007877076976001263,-20.69943046569824,7.122817803564398e-05,20.529851192549827
267242,42.28158070831336,42.28158070831336,0.28140226006507874,-2.9104177382680176,22.026909306793538,8.225890998726484,0.004302683286368847,-21.69077491760254,6.263747808445693e-05,142.34613500478727
