Redshift (z),Average divergence,Average radial velocity,Blackhole Masses,Bhmdot,SFR,λ,L_bol,L_edd,E_feed,Average divergence of Halo
4.0,-6.44623391704116,-117.45271295659464,6.723656159219463,24.37171228138721,2.465471744537353,0.6356833759363001,44.62638368290705,44.82314282877331,43.92741367857104,-12.254922529696872
3.0,-3.841097358249397,-161.9850355641179,7.656816910595308,23.86099294265594,29.487083435058594,0.02287498215949892,44.11566434417578,45.75630358014917,43.41669433983975,-3.646182159765333
2.0,-0.9402080104565024,-110.14259904952058,8.27996336076211,23.81811667537752,7.017075061798098,0.004935578305231227,44.07278807689735,46.37945003031597,43.37381807256134,-0.577607589014709
1.0,-4.368203660908699,-22.81455021000121,8.372110455916253,24.352828458083486,2.5056843757629395,0.013674225393335165,44.60749985960331,46.47159712547011,43.90852985526729,-4.622306223710537
0.5,8.824853761133047,-51.28775805517962,8.493090537757562,24.678302314215745,0.2741098999977112,0.021897599501231824,44.9329737157356,46.59257720731142,44.23400371139957,15.679777889895586
0.0,0.18881388621401787,-36.103885342898366,8.597647335053157,23.34727640970872,0.2927980124950409,0.0008031817034028188,43.60194781122856,46.69713400460702,42.90297780689254,-0.8461036207897514
