ID,E_feed,L_bol,SFRinhalfrad,Average divergence,Bhmdot,Blackhole Masses,MSFR,UV_Band,λ,Average radial velocity
277421,42.39040961206032,42.39040961206032,0.0,0.7123650712440311,22.13573821054049,8.806908804173947,0.0070612262934446,-21.317523956298828,2.1117635400315647e-05,-16.198082633423283
288670,42.24838771790251,42.24838771790251,0.0,2.245969067705764,21.99371631638267,8.782714207437023,0.0075550246983766,-21.20923042297364,1.609970886474099e-05,67.22073467849144
300406,43.20337379541351,43.20337379541351,0.006155353039503,-0.1950039286758285,22.94870239389366,8.480515004092283,0.0193015579134225,-21.741426467895508,0.0002910742055403,-17.682234399146825
303392,42.73461568630826,42.73461568630826,1.307634353637695,2.007946823543787,22.479944284788427,8.456201373324818,0.0179017726331949,-22.679466247558597,0.0001046065669993,9.773245354392955
313327,43.46244769211809,43.46244769211809,0.0,1.3542114691297114,23.20777629059825,8.438592202706802,0.0145439766347408,-21.56346321105957,0.0005821037649667,85.87251632167435
315747,42.16147083616845,42.16147083616845,0.0,0.6831455932248831,21.906799434648622,8.531286362363781,0.0130512025207281,-21.78120231628418,2.351413397360192e-05,19.1451069521759
316031,41.60810061900058,41.60810061900058,0.0,-1.0530817554166316,21.35342921748073,8.50964143679418,0.0,-20.565465927124023,6.911998710367837e-06,23.458865883688514
318863,42.91178423351253,42.91178423351253,0.0,-0.0416560394583419,22.65711283199269,8.628407246366464,0.0,-20.665170669555664,0.0001058087964411,58.944175468932094
321193,42.55320506447579,42.55320506447579,0.0,0.1361276013749837,22.298533662955947,8.712144104262325,0.0,-20.254806518554688,3.821250687076768e-05,92.20635493797087
321994,41.73054775323675,41.73054775323675,0.0,0.46341949903965,21.475876351716916,8.586490914074249,0.0073542105965316,-20.24041557312012,7.677172589447357e-06,93.4011228292333
323445,43.12405099986592,43.12405099986592,1.6916292905807495,1.585529703698933,22.869379598346075,8.288081299152466,0.0221791416406631,-22.61015319824219,0.0003776717089693,43.65876347506234
323781,42.29628605533984,42.29628605533984,0.0,1.5089794943104833,22.04161465382,8.75992902211671,0.0,-20.99909019470215,1.8945301801932355e-05,57.27951777134517
323986,42.42078140717194,42.42078140717194,0.5503149032592773,0.1242684844894409,22.166110005652104,8.384965394704912,0.0196729246526956,-21.853410720825195,5.983572299006858e-05,27.476192751680838
324046,43.270432409512864,43.270432409512864,4.463927745819092,0.5742075819604099,23.015761007993035,8.295652828870807,0.018671004101634,-22.93689155578613,0.0005199055498078,-3.6275806779920914
324340,41.85183851977586,41.85183851977586,0.1554906964302063,-0.4998624238672256,21.597167118256024,8.366150328188407,0.012545091100037,-21.94865608215332,1.685903202885072e-05,7.022917342258098
