Redshift (z),Average divergence,Average radial velocity,Blackhole Masses,Bhmdot,SFR,χ,L_bol,L_edd,E_feed,Log_EQM,Log_ERM,Average divergence of Halo
3.0,-2.655849491167478,-2.9382014594098673,6.370173778762788,23.478911083573138,10.680899620056152,0.1272362718376173,43.733582485092974,44.6289715497761,43.733582485092974,7.5564337138488575,0.0,-2.00768147317186
2.0,-8.635241774052023,-116.28674115270469,7.370328908410827,24.1848608875781,6.569467067718506,0.06462044933285588,44.43953228909794,45.62916231557568,44.43953228909794,8.197371914880465,0.0,-8.440810529527662
1.5,-7.142144324620098,-90.0115238480109,8.432381531927017,25.01540812834109,7.045799732208253,0.037918104279350134,45.27007952986092,46.69123291326235,45.27007952986092,8.735696139150791,7.554584806730827,-6.861567780934155
1.0,1.7407412853100217,-21.82044275556473,8.464915414905404,23.653754279413338,4.465848922729492,0.0015298769151240036,43.90842568093318,46.723769189483384,43.90842568093318,8.747127644491536,8.347042932312679,3.7873227064962114
0.7,-1.6938671853524596,-53.23633741522965,8.644740541490659,22.554062898309155,0.5010089874267578,8.037821224018839e-05,42.80873429982899,46.9035959573765,42.80873429982899,8.837499172419474,8.448783889357728,-0.0034896357603371145
0.5,-0.6423950619283915,109.34371169950631,8.645741205204855,22.701185433071647,0.5450125336647034,0.00011252791718308706,42.95585683459149,46.90459655414875,42.95585683459149,8.837499172419474,8.477912683209903,2.5381620215767025
0.4,-1.2073148108059912,-139.63957871811675,8.646309811009512,21.28454941998431,0.0,4.305816027828831e-06,41.53922082150415,46.905165351475475,41.53922082150415,8.837499172419474,8.492900304714018,0.4670039490369856
0.3,-1.5331515254284145,-173.53779382844962,8.787479553489995,22.644697869306174,0.0,7.129093103726729e-05,42.899369270826,47.046334984325846,42.899369270826,8.909643347364913,8.501751555054367,0.8348722882543206
0.2,-0.09381892361243067,72.01256520190039,8.787574060327197,21.794872900702433,0.0,1.0071976263136578e-05,42.049544302222266,47.04642960863328,42.049544302222266,8.909643347364913,8.50490701806866,1.8281309618685768
0.1,0.289869139428094,35.2134157474292,8.78775098135487,22.202502653216964,0.0045074354857206345,2.5737570410538865e-05,42.4571740547368,47.04660650700516,42.4571740547368,8.909643347364913,8.510687559180932,0.9198995107795076
0.0,-0.9077009606757164,37.693491101592976,8.905788928250107,22.917898893094932,0.0,0.00010184179276810812,43.17257029461477,47.16464425881558,43.17257029461477,8.968669421430857,8.571716392587753,-0.624032698253572
